query_id,doc_id
q131568,d7629236
q131568,d3771213
q131568,d1135375
q131568,d1135381
q131568,d7629238
q131568,d5444870
q131568,d8008451
q131568,d5044266
q131568,d6871467
q131568,d6405065
q131568,d1135374
q131568,d1135377
q131568,d5444871
q131568,d6871466
q131568,d6428421
q131568,d6428420
q131568,d8251678
q143333,d785384
q143333,d294636
q143333,d85557
q143333,d243638
q143333,d6944644
q143333,d2832119
q143333,d290122
q143333,d769453
q143333,d2320308
q143333,d85560
q143333,d1621042
q143333,d870772
q143333,d2259124
q143333,d1073157
q143333,d120589
q143333,d1656508
q143333,d290118
q143333,d262093
q143333,d2634304
q143333,d210365
q171641,d4180087
q171641,d1465443
q171641,d3202476
q171641,d3968474
q171641,d1465444
q171641,d1169856
q171641,d6821720
q171641,d6821719
q171641,d2426376
q171641,d556374
q171641,d1169854
q171641,d2023498
q171641,d4180085
q171641,d1169852
q171641,d7501164
q171641,d2426375
q171641,d4180086
q171641,d4220073
q171641,d242595
q171641,d9074290
q326060,d9241454
q326060,d7040014
q326060,d7040013
q326060,d2790100
q326060,d7860441
q326060,d8172900
q326060,d2790105
q326060,d9241453
q326060,d8007765
q326060,d2790107
q326060,d6568946
q326060,d4139188
q326060,d6568945
q326060,d7058528
q326060,d8007766
q326060,d2790106
q326060,d7860440
q326060,d7860442
q326060,d5047339
q326060,d2790103
q124200,d5242102
q124200,d1073945
q124200,d4464263
q124200,d8635953
q124200,d7544666
q124200,d234590
q124200,d4394300
q124200,d8676270
q124200,d7501164
q124200,d8589871
q124200,d3438004
q124200,d830844
q124200,d1378589
q124200,d731177
q124200,d1073948
q124200,d1946711
q124200,d830847
q124200,d7023986
q124200,d408587
q124200,d1073950
q125454,d4410204
q125454,d517042
q125454,d1039931
q125454,d7787907
q125454,d1084326
q125454,d416078
q125454,d2637585
q125454,d265844
q125454,d1084330
q125454,d5158973
q125454,d3552491
q125454,d3411119
q125454,d2467638
q125454,d1084328
q125454,d4152083
q125454,d121834
q125454,d924991
q125454,d502754
q125454,d157032
q125454,d4218878
q225246,d1909763
q225246,d9067353
q225246,d6102526
q225246,d1909765
q225246,d1909766
q225246,d7041801
q225246,d1909771
q225246,d1909769
q225246,d5732102
q225246,d1909764
q225246,d1909768
q225246,d1909770
q225246,d8272157
q225246,d7500733
q225246,d4191998
q225246,d8835551
q225246,d9067354
q225246,d9125953
q225246,d9125952
q225246,d454
q109833,d4799514
q109833,d954525
q109833,d8205416
q109833,d4229232
q109833,d2169266
q109833,d3685705
q109833,d220216
q109833,d4649783
q109833,d3685703
q109833,d1918909
q109833,d954524
q109833,d1918910
q109833,d954522
q109833,d4251978
q109833,d954521
q109833,d4799513
q109833,d2331510
q109833,d3685704
q109833,d1918911
q109833,d8205415
q527980,d7023986
q527980,d3089477
q527980,d2506590
q527980,d6260929
q527980,d6804500
q527980,d7879506
q527980,d6575559
q527980,d6018983
q527980,d8721511
q527980,d1533224
q527980,d348498
q527980,d4617406
q527980,d557163
q527980,d8010842
q527980,d2506588
q527980,d7985853
q527980,d2872443
q527980,d7985852
q527980,d5943133
q527980,d8381204
q246118,d7202068
q246118,d2085024
q246118,d2085018
q246118,d6701915
q246118,d6805146
q246118,d8457026
q246118,d7202067
q246118,d6829596
q246118,d5681473
q246118,d2085027
q246118,d2085019
q246118,d6130962
q246118,d2085022
q246118,d5681472
q246118,d7202066
q246118,d7463904
q246118,d1095711
q246118,d7711002
q246118,d2085021
q246118,d936480
q99388,d2506590
q99388,d7023986
q99388,d6260929
q99388,d348498
q99388,d7970685
q99388,d8381204
q99388,d867737
q99388,d3835382
q99388,d658840
q99388,d143092
q99388,d2686653
q99388,d659438
q99388,d730846
q99388,d1552927
q99388,d5671782
q99388,d3672261
q99388,d6804500
q99388,d8970079
q99388,d5717058
q99388,d3672258
q26496,d243850
q26496,d243853
q26496,d243855
q26496,d243848
q26496,d4158950
q26496,d243847
q26496,d405548
q26496,d5124575
q26496,d5124575
q26496,d243849
q26496,d7438907
q26496,d36314
q26496,d2105450
q26496,d243854
q26496,d6327269
q26496,d4158948
q26496,d5329609
q26496,d8361896
q26496,d187154
q26496,d1926757
q309093,d2621244
q309093,d2621248
q309093,d7876865
q309093,d155737
q309093,d8465500
q309093,d7805867
q309093,d155730
q309093,d2621246
q309093,d461632
q309093,d2621245
q309093,d6617440
q309093,d155733
q309093,d2621242
q309093,d2459845
q309093,d8465501
q309093,d7805865
q309093,d7805868
q309093,d2621243
q309093,d6617442
q309093,d7805866
q400532,d7122829
q400532,d4114350
q400532,d3524985
q400532,d5909149
q400532,d9138591
q400532,d3524987
q400532,d3897250
q400532,d8463711
q400532,d3897247
q400532,d3524989
q400532,d5921791
q400532,d8463710
q400532,d7122830
q400532,d8259608
q400532,d6605927
q400532,d4114348
q400532,d3897251
q400532,d9170353
q400532,d3897248
q400532,d7209075
q108467,d8498862
q108467,d574704
q108467,d1926243
q108467,d1378589
q108467,d7501164
q108467,d731177
q108467,d6351969
q108467,d2950021
q108467,d943212
q108467,d266860
q108467,d6963470
q108467,d8272018
q108467,d8538730
q108467,d6129602
q108467,d8389920
q108467,d9104266
q108467,d1475308
q108467,d2255696
q108467,d3799082
q108467,d2255695
q262135,d5842671
q262135,d8265802
q262135,d6109494
q262135,d6109495
q262135,d7469869
q262135,d2729960
q262135,d6109497
q262135,d8717493
q262135,d555458
q262135,d3776414
q262135,d629725
q262135,d1475310
q262135,d2105450
q262135,d3932115
q262135,d71603
q262135,d7501164
q262135,d2204946
q262135,d7587406
q262135,d1527370
q262135,d2255696
q410944,d3799082
q410944,d2255696
q410944,d3632575
q410944,d5634918
q410944,d2255695
q410944,d3799083
q410944,d3632576
q410944,d634561
q410944,d418514
q410944,d3632578
q410944,d6353214
q410944,d1617728
q410944,d4882133
q410944,d634562
q410944,d9097677
q410944,d2255690
q410944,d3632577
q410944,d435337
q410944,d3632574
q410944,d1081722
q468258,d4372005
q468258,d4771825
q468258,d5608112
q468258,d4296339
q468258,d4959482
q468258,d5677416
q468258,d5306102
q468258,d4296338
q468258,d5900485
q468258,d3615168
q468258,d4372011
q468258,d5006199
q468258,d5283068
q468258,d3615170
q468258,d4372009
q468258,d4372010
q468258,d5006200
q468258,d5900486
q468258,d4372008
q468258,d5744060
q28668,d166662
q28668,d263249
q28668,d2693624
q28668,d108135
q28668,d38160
q28668,d2988311
q28668,d189095
q28668,d38164
q28668,d38159
q28668,d108134
q28668,d3102953
q28668,d3977113
q28668,d229269
q28668,d263248
q28668,d328793
q28668,d41707
q28668,d102094
q28668,d14408
q28668,d739907
q28668,d584031
q300902,d943207
q300902,d7714631
q300902,d4811379
q300902,d7714632
q300902,d4811377
q300902,d4811376
q300902,d4811380
q300902,d1662747
q300902,d2950021
q300902,d8115310
q300902,d574704
q300902,d1926243
q300902,d7714630
q300902,d8498861
q300902,d2550406
q300902,d2340200
q300902,d2550408
q300902,d7084452
q300902,d7815004
q300902,d5456780
q17998,d8353
q17998,d167859
q17998,d8411459
q17998,d167858
q17998,d8018161
q17998,d10982
q17998,d167862
q17998,d167855
q17998,d6258449
q17998,d8087416
q17998,d156629
q17998,d8232644
q17998,d8087410
q17998,d167861
q17998,d8232639
q17998,d8087415
q17998,d2972651
q17998,d780370
q17998,d780364
q17998,d715309
q318130,d5737291
q318130,d701947
q318130,d6972
q318130,d6972
q318130,d6972
q318130,d5714462
q318130,d5112
q318130,d5112
q318130,d2648960
q318130,d2686809
q318130,d3645879
q318130,d7093638
q318130,d7222558
q318130,d833759
q318130,d6914067
q318130,d5719295
q318130,d4118337
q318130,d4118337
q318130,d1048904
q318130,d5115
q192923,d1641606
q192923,d1641611
q192923,d8527373
q192923,d6299834
q192923,d5514502
q192923,d7273179
q192923,d5957229
q192923,d5514501
q192923,d22892
q192923,d7917211
q192923,d8877497
q192923,d7907495
q192923,d7683053
q192923,d98290
q192923,d1641609
q192923,d1641613
q192923,d2404709
q192923,d1641612
q192923,d6566146
q192923,d8498339
q383592,d462129
q383592,d6193350
q383592,d4959569
q383592,d3355455
q383592,d3355450
q383592,d3841178
q383592,d6193348
q383592,d4959570
q383592,d6193351
q383592,d3355454
q383592,d3355452
q383592,d7658030
q383592,d462125
q383592,d3355458
q383592,d3355456
q383592,d3841176
q383592,d4266000
q383592,d3355451
q383592,d3355457
q383592,d5531325
q184865,d2258216
q184865,d1574549
q184865,d2271812
q184865,d5842021
q184865,d6811464
q184865,d283788
q184865,d8799122
q184865,d9049133
q184865,d3943461
q184865,d1636665
q184865,d1574547
q184865,d283796
q184865,d283790
q184865,d283787
q184865,d7671482
q184865,d3943458
q184865,d3459762
q184865,d5700052
q184865,d7780437
q184865,d8949052
q259855,d261299
q259855,d8582559
q259855,d1491605
q259855,d6821798
q259855,d329217
q259855,d7143051
q259855,d2981348
q259855,d7498742
q259855,d3503467
q259855,d613241
q259855,d2200972
q259855,d329218
q259855,d5640631
q259855,d8672346
q259855,d175609
q259855,d4415961
q259855,d8485776
q259855,d2494744
q259855,d7991410
q259855,d539030
q73922,d5273992
q73922,d935497
q73922,d3467443
q73922,d653209
q73922,d3164937
q73922,d653208
q73922,d653212
q73922,d653211
q73922,d7500497
q73922,d8063336
q73922,d5120953
q73922,d5530180
q73922,d653205
q73922,d3467445
q73922,d2828200
q73922,d3467441
q73922,d412697
q73922,d653210
q73922,d3164939
q73922,d3467444
q395102,d3125480
q395102,d3840667
q395102,d7605314
q395102,d3656549
q395102,d7486496
q395102,d7446453
q395102,d3470164
q395102,d885445
q395102,d3290320
q395102,d7446456
q395102,d7605315
q395102,d8028070
q395102,d6172469
q395102,d8293462
q395102,d3470163
q395102,d9235405
q395102,d3470169
q395102,d4457114
q395102,d3946092
q395102,d7333751
q59128,d6083081
q59128,d527720
q59128,d527722
q59128,d8473775
q59128,d2281873
q59128,d8883359
q59128,d8883360
q59128,d8425280
q59128,d527721
q59128,d6909499
q59128,d8933629
q59128,d8933628
q59128,d2281874
q59128,d6369090
q59128,d6369089
q59128,d4679224
q59128,d6607374
q59128,d8751524
q59128,d8525559
q59128,d527719
q364677,d2229278
q364677,d5844762
q364677,d3168444
q364677,d3257001
q364677,d5320512
q364677,d8510831
q364677,d8183882
q364677,d2229276
q364677,d5313332
q364677,d8007257
q364677,d7857860
q364677,d5313331
q364677,d8807101
q364677,d3168441
q364677,d3168443
q364677,d3168447
q364677,d5313333
q364677,d8807100
q364677,d3168448
q364677,d6528254
q15442,d144649
q15442,d6664808
q15442,d5919845
q15442,d2928255
q15442,d144652
q15442,d435337
q15442,d4565632
q15442,d8026371
q15442,d5629576
q15442,d9024632
q15442,d144657
q15442,d5544161
q15442,d3587730
q15442,d5472009
q15442,d144653
q15442,d4480490
q15442,d5919844
q15442,d36314
q15442,d6651940
q15442,d5496040
q482692,d7774912
q482692,d7774910
q482692,d5666360
q482692,d8271054
q482692,d8425445
q482692,d7002607
q482692,d5610902
q482692,d5610901
q482692,d7774911
q482692,d8712750
q482692,d4609544
q482692,d8916121
q482692,d7002606
q482692,d5610903
q482692,d7774913
q482692,d4609542
q482692,d8916120
q482692,d5666361
q482692,d4609549
q482692,d4609548
q410940,d3456855
q410940,d6071853
q410940,d8950062
q410940,d6071854
q410940,d8950060
q410940,d8270326
q410940,d8961964
q410940,d3632545
q410940,d3632546
q410940,d3922147
q410940,d8024399
q410940,d3632547
q410940,d79329
q410940,d2224157
q410940,d8950061
q410940,d2636634
q410940,d3456856
q410940,d79328
q410940,d3759800
q410940,d6071852
q198576,d1688356
q198576,d1688360
q198576,d8368452
q198576,d3611095
q198576,d9146772
q198576,d1688359
q198576,d6701918
q198576,d3611096
q198576,d6701914
q198576,d4645951
q198576,d8030600
q198576,d1688355
q198576,d6701915
q198576,d1688361
q198576,d1688357
q198576,d6942003
q198576,d1688364
q198576,d5620954
q198576,d7186574
q198576,d8914019
q532444,d7693675
q532444,d2477488
q532444,d8568676
q532444,d2477487
q532444,d7693676
q532444,d7551549
q532444,d7481486
q532444,d5033519
q532444,d242595
q532444,d8842936
q532444,d5515476
q532444,d2477484
q532444,d2477486
q532444,d8016701
q532444,d7693677
q532444,d2477480
q532444,d7866101
q532444,d4966128
q532444,d2477481
q532444,d592846
q271732,d6455682
q271732,d2301163
q271732,d3623956
q271732,d3623954
q271732,d5855038
q271732,d7735422
q271732,d2301162
q271732,d8400323
q271732,d2602333
q271732,d8400327
q271732,d9171563
q271732,d2301164
q271732,d2301165
q271732,d2301159
q271732,d6455684
q271732,d2301158
q271732,d3623955
q271732,d2301160
q271732,d8400326
q271732,d2301161
q110759,d5436590
q110759,d962292
q110759,d5279580
q110759,d962289
q110759,d4503239
q110759,d6662675
q110759,d8947457
q110759,d75457
q110759,d6703365
q110759,d6649011
q110759,d99536
q110759,d6672257
q110759,d6748878
q110759,d99532
q110759,d5279581
q110759,d99533
q110759,d75463
q110759,d5819550
q110759,d962287
q110759,d75462
q455655,d8966853
q455655,d1506424
q455655,d1506421
q455655,d521492
q455655,d1303049
q455655,d1246018
q455655,d5226904
q455655,d521493
q455655,d1246019
q455655,d4186210
q455655,d1246023
q455655,d1246020
q455655,d8966852
q455655,d6368200
q455655,d4186207
q455655,d4186208
q455655,d4070882
q455655,d1246024
q455655,d6368201
q455655,d1303055
q491821,d924991
q491821,d3892981
q491821,d5875938
q491821,d363073
q491821,d924989
q491821,d924994
q491821,d5117930
q491821,d3552491
q491821,d4577048
q491821,d111905
q491821,d4218878
q491821,d686569
q491821,d3353334
q491821,d1100326
q491821,d416078
q491821,d3660118
q491821,d5105269
q491821,d502754
q491821,d964037
q491821,d5171012
q130985,d2541145
q130985,d1130557
q130985,d2218340
q130985,d1630896
q130985,d5874016
q130985,d1130560
q130985,d7272230
q130985,d7605384
q130985,d6292775
q130985,d6528254
q130985,d6961853
q130985,d1630897
q130985,d3838839
q130985,d1130556
q130985,d5638927
q130985,d1130551
q130985,d1130553
q130985,d5331610
q130985,d7100011
q130985,d5941274
q117804,d2852038
q117804,d1196865
q117804,d1021002
q117804,d1288366
q117804,d1196864
q117804,d3670350
q117804,d1531726
q117804,d1021003
q117804,d1021000
q117804,d1020999
q117804,d977305
q117804,d6970079
q117804,d6123882
q117804,d1196867
q117804,d6123881
q117804,d1161852
q117804,d6805491
q117804,d977300
q117804,d1021001
q117804,d1021005
q158427,d6265395
q158427,d7316567
q158427,d3825505
q158427,d1356760
q158427,d619012
q158427,d8636590
q158427,d7552741
q158427,d8636591
q158427,d1356759
q158427,d5691876
q158427,d3825506
q158427,d7316566
q158427,d5691877
q158427,d7914693
q158427,d1356761
q158427,d619019
q158427,d1356755
q158427,d3616453
q158427,d1356756
q158427,d1356757
q62487,d556369
q62487,d4706945
q62487,d2854853
q62487,d6633366
q62487,d6084767
q62487,d7063751
q62487,d556365
q62487,d3233839
q62487,d1617207
q62487,d6084766
q62487,d6976504
q62487,d4778959
q62487,d556373
q62487,d556372
q62487,d8132028
q62487,d5152979
q62487,d556366
q62487,d7661648
q62487,d556374
q62487,d6084768
q310077,d5658842
q310077,d6356573
q310077,d2629785
q310077,d6356574
q310077,d6624928
q310077,d3520729
q310077,d5845743
q310077,d3542401
q310077,d1673105
q310077,d2396173
q310077,d8213819
q310077,d1783829
q310077,d8022004
q310077,d7584425
q310077,d3799082
q310077,d511163
q310077,d1179063
q310077,d2255696
q310077,d3542402
q310077,d3799083
q190297,d1161852
q190297,d6710734
q190297,d4029912
q190297,d1619885
q190297,d2863492
q190297,d6283195
q190297,d3072932
q190297,d6283196
q190297,d1619880
q190297,d2863491
q190297,d6160353
q190297,d1619882
q190297,d1619886
q190297,d1161856
q190297,d6269131
q190297,d6477071
q190297,d1161848
q190297,d6160352
q190297,d7501164
q190297,d1021002
q298731,d2531857
q298731,d8694407
q298731,d3569718
q298731,d2531852
q298731,d3569717
q298731,d4419271
q298731,d4772862
q298731,d7954711
q298731,d2531853
q298731,d7954712
q298731,d2531854
q298731,d7954710
q298731,d3569716
q298731,d1420867
q298731,d2531856
q298731,d1420865
q298731,d2531855
q298731,d5423822
q298731,d1420868
q298731,d1420871
q172839,d286275
q172839,d324457
q172839,d3776414
q172839,d629725
q172839,d7271812
q172839,d68543
q172839,d133725
q172839,d4220228
q172839,d2134384
q172839,d7076538
q172839,d1827544
q172839,d1475310
q172839,d1475309
q172839,d2561272
q172839,d7271813
q172839,d69049
q172839,d8490158
q172839,d246568
q172839,d246568
q172839,d3267065
q38184,d7717
q38184,d145774
q38184,d145773
q38184,d270637
q38184,d1384771
q38184,d346907
q38184,d626709
q38184,d4077172
q38184,d346908
q38184,d465075
q38184,d8849755
q38184,d6029219
q38184,d145770
q38184,d57106
q38184,d61828
q38184,d6719037
q38184,d15111
q38184,d1779602
q38184,d3386683
q38184,d298855
q92798,d1705480
q92798,d812217
q92798,d957629
q92798,d812219
q92798,d8250278
q92798,d2245930
q92798,d8176234
q92798,d812215
q92798,d812216
q92798,d1705481
q92798,d812211
q92798,d2512596
q92798,d957630
q92798,d266860
q92798,d9044245
q92798,d6963470
q92798,d4238148
q92798,d4652128
q92798,d4813261
q92798,d6276520
q531720,d7497326
q531720,d7778617
q531720,d8997510
q531720,d8010143
q531720,d7497323
q531720,d8459078
q531720,d8010144
q531720,d7497325
q531720,d2844346
q531720,d7497327
q531720,d2747990
q531720,d8997509
q531720,d3943461
q531720,d8010141
q531720,d7778615
q531720,d8010145
q531720,d8867730
q531720,d8459077
q531720,d768191
q531720,d7497321
q132666,d3538501
q132666,d77597
q132666,d77600
q132666,d22941
q132666,d1144544
q132666,d423173
q132666,d423174
q132666,d8089813
q132666,d6834337
q132666,d6624902
q132666,d653336
q132666,d1144540
q132666,d423178
q132666,d423178
q132666,d1224363
q132666,d9109513
q132666,d1305501
q132666,d1144539
q132666,d8344847
q132666,d4552513
q482855,d1712137
q482855,d2932019
q482855,d940335
q482855,d5203241
q482855,d531972
q482855,d4612084
q482855,d8684449
q482855,d940977
q482855,d5955359
q482855,d7509556
q482855,d7528195
q482855,d531969
q482855,d171824
q482855,d3358154
q482855,d5137391
q482855,d6260648
q482855,d8167925
q482855,d2181211
q482855,d4546282
q482855,d5203240
q122933,d22941
q122933,d1063426
q122933,d261821
q122933,d1063428
q122933,d598033
q122933,d6207461
q122933,d7592275
q122933,d1063427
q122933,d7338825
q122933,d6808102
q122933,d977239
q122933,d6232575
q122933,d3040325
q122933,d1557582
q122933,d6461877
q122933,d6144196
q122933,d5748482
q122933,d7830138
q122933,d1557583
q122933,d1063431
q348542,d8180935
q348542,d5655689
q348542,d6399095
q348542,d8180934
q348542,d6024691
q348542,d6980561
q348542,d7220702
q348542,d4768997
q348542,d3943459
q348542,d8318951
q348542,d3010029
q348542,d1179065
q348542,d3857765
q348542,d8022005
q348542,d555458
q348542,d3857764
q348542,d6399096
q348542,d3010031
q348542,d7752123
q348542,d5642413
q521628,d5889530
q521628,d5889532
q521628,d8389918
q521628,d9104267
q521628,d7718511
q521628,d5889527
q521628,d5889534
q521628,d7718510
q521628,d2085022
q521628,d8389921
q521628,d7202068
q521628,d4844494
q521628,d7202067
q521628,d824340
q521628,d1153443
q521628,d9104266
q521628,d8553131
q521628,d8389920
q521628,d7718512
q521628,d2085024
q515120,d803770
q515120,d6517913
q515120,d5642413
q515120,d6430842
q515120,d6517912
q515120,d5506216
q515120,d7446176
q515120,d6430840
q515120,d6430841
q515120,d7748455
q515120,d5506218
q515120,d5506219
q515120,d5506222
q515120,d5506220
q515120,d6517914
q515120,d6430838
q515120,d5742606
q515120,d7446177
q515120,d7446175
q515120,d6430839
q370116,d3221524
q370116,d5407434
q370116,d7754253
q370116,d6386534
q370116,d3221526
q370116,d5518272
q370116,d6592417
q370116,d5407435
q370116,d3221523
q370116,d3340024
q370116,d3744963
q370116,d43893
q370116,d43894
q370116,d43895
q370116,d3221518
q370116,d3744965
q370116,d3221517
q370116,d6021282
q370116,d8699982
q370116,d43892
q476165,d6097414
q476165,d1705480
q476165,d5655689
q476165,d812215
q476165,d5404923
q476165,d957629
q476165,d4220073
q476165,d7501164
q476165,d4220075
q476165,d2023498
q476165,d3932115
q476165,d919655
q476165,d8373958
q476165,d8727580
q476165,d8250278
q476165,d7734080
q476165,d3932116
q476165,d7197353
q476165,d918701
q476165,d4498256
q214737,d3105792
q214737,d1822114
q214737,d8199449
q214737,d6097413
q214737,d8728623
q214737,d7240445
q214737,d1822107
q214737,d3891058
q214737,d3891057
q214737,d3105793
q214737,d3891055
q214737,d1822113
q214737,d3182712
q214737,d5800888
q214737,d8233027
q214737,d1822112
q214737,d4297847
q214737,d7505105
q214737,d1822109
q214737,d1822110
q305643,d1378589
q305643,d731177
q305643,d408587
q305643,d731175
q305643,d1114030
q305643,d408588
q305643,d619230
q305643,d619230
q305643,d1756594
q305643,d1233805
q305643,d2105450
q305643,d408590
q305643,d1034938
q305643,d1378590
q305643,d1378590
q305643,d1378590
q305643,d2926640
q305643,d7109329
q305643,d408591
q305643,d408591
q171649,d4956802
q171649,d1465493
q171649,d3053141
q171649,d653185
q171649,d5726351
q171649,d7941081
q171649,d6271116
q171649,d6271117
q171649,d1465500
q171649,d8344847
q171649,d4838573
q171649,d386179
q171649,d6454565
q171649,d5726352
q171649,d1465499
q171649,d1465496
q171649,d9109513
q171649,d5726353
q171649,d2820975
q171649,d1465498
q14802,d97090
q14802,d732126
q14802,d3679620
q14802,d138750
q14802,d270650
q14802,d57107
q14802,d2405861
q14802,d1005429
q14802,d5729378
q14802,d849830
q14802,d5887757
q14802,d20877
q14802,d192599
q14802,d20874
q14802,d20870
q14802,d57106
q14802,d97087
q14802,d20875
q14802,d138752
q14802,d61835
q532796,d8061115
q532796,d7739541
q532796,d7462420
q532796,d7736708
q532796,d7498037
q532796,d8030881
q532796,d8390707
q532796,d8950010
q532796,d8390708
q532796,d7452685
q532796,d7452686
q532796,d7762762
q532796,d7451201
q532796,d7736709
q532796,d7462422
q532796,d8056711
q532796,d7452688
q532796,d7776340
q532796,d7749067
q532796,d7497495
q154843,d1327234
q154843,d6579612
q154843,d6579613
q154843,d1327231
q154843,d6579614
q154843,d6966296
q154843,d1327235
q154843,d6817398
q154843,d3771564
q154843,d6579616
q154843,d8742728
q154843,d1327238
q154843,d1327237
q154843,d5584087
q154843,d8742729
q154843,d4772934
q154843,d1327230
q154843,d1327233
q154843,d5118488
q154843,d5118487
q485418,d6207461
q485418,d598033
q485418,d4658020
q485418,d2701511
q485418,d4649055
q485418,d4673303
q485418,d4629764
q485418,d408541
q485418,d408547
q485418,d1908339
q485418,d9199542
q485418,d22941
q485418,d8064644
q485418,d77600
q485418,d631055
q485418,d408545
q485418,d5724559
q485418,d2189677
q485418,d2784214
q485418,d7036408
q248164,d2102265
q248164,d3046442
q248164,d6223228
q248164,d2102263
q248164,d2950021
q248164,d933759
q248164,d2102264
q248164,d1737381
q248164,d2684553
q248164,d6150039
q248164,d4904437
q248164,d936487
q248164,d7482289
q248164,d5924871
q248164,d7580314
q248164,d4811274
q248164,d5406783
q248164,d2298231
q248164,d5924870
q248164,d7425648
q120405,d346068
q120405,d592846
q120405,d85042
q120405,d768152
q120405,d85040
q120405,d768148
q120405,d7239827
q120405,d5153762
q120405,d1049866
q120405,d1042469
q120405,d2632732
q120405,d1042470
q120405,d434255
q120405,d6653776
q120405,d4791618
q120405,d1042472
q120405,d5104735
q120405,d1042471
q120405,d2377052
q120405,d2580546
q99980,d832832
q99980,d832837
q99980,d832839
q99980,d1941845
q99980,d832834
q99980,d872690
q99980,d5113604
q99980,d832836
q99980,d3761202
q99980,d33069
q99980,d832833
q99980,d872692
q99980,d8191614
q99980,d832838
q99980,d832835
q99980,d919655
q99980,d1566540
q99980,d7578158
q99980,d36310
q99980,d5474674
q62574,d557116
q62574,d4447120
q62574,d7615242
q62574,d4565298
q62574,d6200152
q62574,d557113
q62574,d8247529
q62574,d4643016
q62574,d557115
q62574,d6998404
