textId,label_type,start_pos,end_pos
24,疾病和诊断,155,164
24,解剖部位,222,223
24,解剖部位,46,47
24,解剖部位,91,92
24,解剖部位,122,123
25,解剖部位,24,25
25,解剖部位,51,54
25,解剖部位,133,137
25,疾病和诊断,163,169
25,解剖部位,19,20
25,解剖部位,67,68
25,解剖部位,75,76
25,解剖部位,78,79
26,解剖部位,24,26
26,解剖部位,68,70
26,解剖部位,116,118
26,解剖部位,180,182
26,手术,193,200
26,疾病和诊断,162,171
26,解剖部位,72,73
26,解剖部位,99,100
27,解剖部位,31,33
27,疾病和诊断,121,126
27,疾病和诊断,127,135
27,疾病和诊断,139,142
27,解剖部位,14,16
28,手术,100,116
28,疾病和诊断,122,127
28,药物,133,135
28,解剖部位,181,182
28,疾病和诊断,214,217
28,解剖部位,262,265
28,疾病和诊断,241,244
29,疾病和诊断,7,13
29,手术,17,23
29,疾病和诊断,30,34
29,疾病和诊断,63,69
29,解剖部位,120,121
29,解剖部位,127,128
29,药物,152,154
29,解剖部位,193,194
29,解剖部位,196,197
29,解剖部位,215,217
29,解剖部位,117,118
29,解剖部位,203,204
29,解剖部位,200,201
30,解剖部位,11,14
30,解剖部位,55,56
30,解剖部位,73,76
30,疾病和诊断,110,117
30,解剖部位,174,175
30,解剖部位,203,204
30,解剖部位,206,207
30,疾病和诊断,32,36
30,疾病和诊断,138,141
30,疾病和诊断,245,252
30,手术,153,159
30,解剖部位,210,211
30,解剖部位,213,214
31,解剖部位,16,17
31,疾病和诊断,29,31
31,手术,43,50
31,解剖部位,88,89
31,影像检查,139,141
31,疾病和诊断,143,147
31,解剖部位,192,193
31,解剖部位,196,197
32,疾病和诊断,39,43
32,解剖部位,97,98
32,解剖部位,100,101
32,解剖部位,128,129
32,疾病和诊断,138,156
32,手术,191,197
32,疾病和诊断,343,349
32,解剖部位,161,167
32,解剖部位,26,28
32,解剖部位,238,240
32,疾病和诊断,350,354
32,解剖部位,93,94
32,解剖部位,104,105
32,解剖部位,107,108
33,解剖部位,14,15
33,手术,18,23
33,药物,45,49
33,解剖部位,87,90
33,影像检查,100,104
33,疾病和诊断,105,111
33,手术,163,171
33,疾病和诊断,177,185
33,药物,40,44
33,疾病和诊断,120,123
33,疾病和诊断,26,30
34,解剖部位,120,122
34,解剖部位,129,131
34,疾病和诊断,141,149
34,影像检查,158,160
34,解剖部位,163,169
34,疾病和诊断,178,181
34,解剖部位,185,196
34,手术,211,226
34,解剖部位,239,241
34,疾病和诊断,247,257
34,解剖部位,264,266
34,疾病和诊断,307,330
34,解剖部位,398,400
34,解剖部位,25,27
35,解剖部位,10,11
35,影像检查,33,42
35,解剖部位,58,62
35,解剖部位,77,78
35,手术,107,118
35,解剖部位,44,48
35,疾病和诊断,52,57
35,疾病和诊断,241,248
35,解剖部位,165,166
35,解剖部位,168,169
35,解剖部位,137,138
35,解剖部位,190,191
36,解剖部位,14,16
36,解剖部位,46,47
36,解剖部位,74,80
36,疾病和诊断,94,99
36,解剖部位,120,121
36,解剖部位,123,124
36,解剖部位,139,140
36,解剖部位,49,50
36,解剖部位,136,137
37,疾病和诊断,6,11
37,手术,15,21
37,疾病和诊断,46,57
37,药物,69,73
37,疾病和诊断,178,183
37,药物,85,89
37,药物,100,103
37,解剖部位,145,146
37,解剖部位,125,126
38,手术,9,24
38,疾病和诊断,40,54
38,解剖部位,57,58
38,解剖部位,74,76
38,解剖部位,142,143
38,解剖部位,214,215
38,解剖部位,83,89
38,疾病和诊断,178,184
38,解剖部位,139,140
39,疾病和诊断,43,48
39,手术,128,138
39,解剖部位,142,144
39,解剖部位,151,153
39,解剖部位,182,184
39,疾病和诊断,201,213
39,解剖部位,314,315
39,药物,382,385
39,疾病和诊断,412,419
39,疾病和诊断,503,506
39,药物,370,374
39,解剖部位,163,167
39,解剖部位,10,11
39,解剖部位,24,25
39,解剖部位,57,58
39,解剖部位,16,17
40,手术,46,53
40,手术,65,73
40,手术,84,94
40,疾病和诊断,106,119
40,疾病和诊断,120,134
40,解剖部位,141,146
40,解剖部位,149,155
40,疾病和诊断,158,172
40,解剖部位,16,19
40,解剖部位,25,28
41,解剖部位,20,22
41,解剖部位,23,26
41,手术,31,36
41,疾病和诊断,42,68
41,解剖部位,69,72
41,解剖部位,73,76
41,疾病和诊断,111,114
41,疾病和诊断,125,133
41,影像检查,169,171
41,解剖部位,173,175
41,手术,260,269
41,解剖部位,290,292
42,疾病和诊断,61,64
42,手术,91,97
42,疾病和诊断,115,127
42,解剖部位,136,137
42,药物,190,193
42,解剖部位,329,330
42,解剖部位,350,351
42,解剖部位,340,342
42,疾病和诊断,374,379
42,药物,196,199
42,药物,263,266
42,解剖部位,347,348
42,解剖部位,223,224
42,解剖部位,326,327
43,影像检查,39,44
43,疾病和诊断,48,53
43,疾病和诊断,56,61
43,解剖部位,65,69
43,手术,101,110
43,疾病和诊断,140,147
43,解剖部位,221,222
43,疾病和诊断,345,351
43,解剖部位,377,378
43,影像检查,274,278
44,解剖部位,86,89
44,疾病和诊断,135,160
44,解剖部位,168,169
44,解剖部位,259,261
44,疾病和诊断,338,344
44,解剖部位,253,256
44,药物,296,300
44,解剖部位,239,241
44,疾病和诊断,345,348
44,疾病和诊断,119,129
44,解剖部位,20,21
45,解剖部位,9,12
45,疾病和诊断,41,58
45,影像检查,59,63
45,手术,148,169
45,解剖部位,190,192
45,疾病和诊断,272,277
45,疾病和诊断,78,83
45,解剖部位,219,220
45,解剖部位,222,223
45,解剖部位,87,88
45,解剖部位,175,176
46,解剖部位,17,21
46,手术,39,75
46,解剖部位,192,194
46,实验室检验,208,211
46,解剖部位,9,10
47,影像检查,40,44
47,疾病和诊断,147,151
47,疾病和诊断,8,10
47,解剖部位,68,69
47,解剖部位,79,80
47,手术,18,23
48,疾病和诊断,75,79
48,手术,153,167
48,疾病和诊断,184,197
48,解剖部位,93,95
48,解剖部位,210,215
48,解剖部位,233,238
49,疾病和诊断,20,24
49,解剖部位,40,43
49,解剖部位,44,47
49,解剖部位,110,112
49,疾病和诊断,144,152
49,手术,194,212
49,解剖部位,52,55
49,疾病和诊断,345,350
49,疾病和诊断,247,252
49,疾病和诊断,14,19
49,疾病和诊断,138,143
49,解剖部位,37,38
49,解剖部位,322,323
49,解剖部位,325,326
49,解剖部位,164,165
49,解剖部位,59,60
49,解剖部位,62,63
50,疾病和诊断,23,29
50,疾病和诊断,39,45
50,手术,93,102
50,疾病和诊断,114,119
50,解剖部位,282,284
50,药物,221,228
51,解剖部位,65,66
51,解剖部位,87,89
51,疾病和诊断,119,122
51,疾病和诊断,123,127
51,疾病和诊断,129,143
51,解剖部位,154,155
51,药物,187,192
51,药物,193,199
51,药物,200,208
51,疾病和诊断,247,253
51,解剖部位,46,48
51,解剖部位,15,16
52,影像检查,168,172
52,解剖部位,175,177
52,实验室检验,206,211
52,影像检查,273,283
52,疾病和诊断,286,291
52,解剖部位,292,293
52,解剖部位,295,298
52,手术,324,342
52,疾病和诊断,351,361
52,解剖部位,400,405
52,解剖部位,417,418
52,解剖部位,435,448
52,解剖部位,16,19
52,解剖部位,83,86
52,解剖部位,18,19
53,解剖部位,52,53
53,疾病和诊断,66,79
53,手术,98,103
53,疾病和诊断,109,120
53,疾病和诊断,156,159
54,解剖部位,9,12
54,解剖部位,96,97
54,疾病和诊断,136,151
54,解剖部位,28,31
54,解剖部位,35,38
54,解剖部位,166,167
55,手术,76,86
55,疾病和诊断,108,113
55,疾病和诊断,136,141
55,影像检查,259,263
55,药物,294,298
55,疾病和诊断,215,222
55,药物,190,192
55,药物,278,282
55,药物,311,315
55,药物,172,174
55,解剖部位,15,18
56,解剖部位,15,17
56,影像检查,33,37
56,解剖部位,42,55
56,手术,72,82
56,解剖部位,186,187
56,解剖部位,11,12
56,解剖部位,129,130
56,解剖部位,132,133
57,手术,35,62
57,疾病和诊断,78,98
57,解剖部位,101,102
57,解剖部位,388,389
57,疾病和诊断,351,356
57,解剖部位,124,130
57,解剖部位,265,266
57,解剖部位,289,290
57,解剖部位,313,314
57,解剖部位,263,264
57,解剖部位,287,288
57,解剖部位,316,317
58,疾病和诊断,52,56
58,手术,64,69
58,手术,73,107
58,解剖部位,273,275
58,解剖部位,312,314
58,解剖部位,334,336
58,解剖部位,342,345
58,疾病和诊断,360,364
58,疾病和诊断,365,368
58,解剖部位,379,381
58,疾病和诊断,408,418
58,疾病和诊断,11,24
58,疾病和诊断,278,283
58,疾病和诊断,29,34
59,解剖部位,13,16
59,解剖部位,35,36
59,解剖部位,132,134
59,解剖部位,175,176
59,疾病和诊断,194,200
59,药物,76,80
59,疾病和诊断,61,67
59,解剖部位,32,33
59,解剖部位,172,173
60,解剖部位,38,39
60,解剖部位,48,50
60,解剖部位,53,54
60,解剖部位,56,59
60,解剖部位,68,69
60,解剖部位,70,71
60,解剖部位,89,90
60,解剖部位,91,92
60,解剖部位,97,98
60,解剖部位,112,115
60,解剖部位,127,128
60,药物,163,170
60,药物,171,179
60,解剖部位,270,271
60,解剖部位,274,275
60,疾病和诊断,137,140
60,解剖部位,71,73
60,解剖部位,7,8
60,解剖部位,198,199
60,解剖部位,267,268
60,解剖部位,242,243
61,解剖部位,88,89
61,解剖部位,95,96
61,解剖部位,98,99
61,疾病和诊断,115,122
61,解剖部位,129,131
61,解剖部位,161,162
61,解剖部位,196,197
61,解剖部位,199,200
61,解剖部位,206,207
61,疾病和诊断,228,235
61,解剖部位,20,21
61,解剖部位,203,204
61,解剖部位,11,12
61,解剖部位,145,146
61,解剖部位,183,184
61,解剖部位,92,93
61,解剖部位,193,194
61,解剖部位,125,126
62,疾病和诊断,7,12
62,解剖部位,21,23
62,手术,43,51
62,疾病和诊断,63,71
62,解剖部位,85,89
62,解剖部位,93,101
62,疾病和诊断,164,167
62,疾病和诊断,201,204
62,解剖部位,15,17
62,解剖部位,157,158
62,解剖部位,159,160
63,解剖部位,10,12
63,疾病和诊断,40,43
63,疾病和诊断,103,123
63,解剖部位,127,128
63,药物,215,218
63,疾病和诊断,289,296
63,疾病和诊断,245,251
63,药物,204,208
63,手术,69,74
64,解剖部位,17,24
64,疾病和诊断,46,53
64,疾病和诊断,62,74
64,解剖部位,84,86
64,解剖部位,103,104
64,疾病和诊断,217,229
64,解剖部位,90,91
64,解剖部位,93,94
64,解剖部位,146,147
65,疾病和诊断,9,14
65,解剖部位,41,44
65,解剖部位,80,84
65,解剖部位,109,113
65,疾病和诊断,138,143
65,手术,20,24
66,疾病和诊断,53,57
66,手术,60,94
66,疾病和诊断,138,144
66,解剖部位,183,184
67,解剖部位,120,121
67,疾病和诊断,171,177
67,解剖部位,206,208
67,疾病和诊断,31,35
67,疾病和诊断,43,47
67,疾病和诊断,71,75
67,疾病和诊断,225,229
67,疾病和诊断,138,142
67,解剖部位,117,118
67,解剖部位,201,202
68,解剖部位,12,13
68,解剖部位,95,96
68,解剖部位,116,117
68,疾病和诊断,139,141
68,解剖部位,265,266
68,手术,155,166
68,解剖部位,43,46
68,解剖部位,77,78
68,解剖部位,80,81
69,解剖部位,12,15
69,解剖部位,64,65
69,解剖部位,114,116
69,疾病和诊断,233,243
69,疾病和诊断,327,338
69,解剖部位,406,408
69,手术,458,467
69,解剖部位,264,267
69,解剖部位,272,275
69,解剖部位,315,318
69,解剖部位,299,303
69,解剖部位,367,371
70,疾病和诊断,35,40
70,解剖部位,66,70
70,解剖部位,76,79
70,解剖部位,80,82
70,解剖部位,102,106
70,影像检查,244,246
71,解剖部位,58,59
71,解剖部位,61,62
71,解剖部位,96,97
71,解剖部位,150,151
71,解剖部位,153,154
71,疾病和诊断,187,194
71,解剖部位,213,214
71,解剖部位,227,231
71,解剖部位,240,241
71,疾病和诊断,269,276
71,解剖部位,99,102
71,影像检查,195,198
71,影像检查,206,210
71,疾病和诊断,220,224
71,解剖部位,255,256
71,解剖部位,20,21
71,解剖部位,76,77
71,解剖部位,93,94
72,解剖部位,22,24
72,解剖部位,25,27
72,疾病和诊断,44,48
72,解剖部位,62,63
72,解剖部位,96,97
72,手术,126,136
72,解剖部位,164,165
72,解剖部位,54,57
72,解剖部位,72,75
72,解剖部位,85,86
73,解剖部位,21,22
73,解剖部位,45,46
73,疾病和诊断,206,219
73,疾病和诊断,247,259
73,疾病和诊断,266,268
73,疾病和诊断,269,275
73,疾病和诊断,277,281
73,疾病和诊断,375,379
73,解剖部位,380,382
73,疾病和诊断,503,506
73,疾病和诊断,507,519
73,解剖部位,562,563
73,疾病和诊断,136,139
73,药物,345,348
73,药物,317,322
73,药物,339,344
73,疾病和诊断,116,124
73,疾病和诊断,525,529
73,疾病和诊断,233,245
73,疾病和诊断,292,297
73,疾病和诊断,226,231
73,手术,307,312
73,疾病和诊断,126,133
73,药物,349,352
73,手术,415,419
73,手术,555,559
73,影像检查,200,204
73,疾病和诊断,299,305
73,疾病和诊断,283,290
73,疾病和诊断,141,152
73,药物,323,331
73,疾病和诊断,260,264
73,疾病和诊断,520,524
73,疾病和诊断,100,106
73,解剖部位,176,180
73,解剖部位,479,483
73,影像检查,80,85
73,药物,353,356
73,疾病和诊断,158,164
73,药物,332,338
74,解剖部位,63,65
74,解剖部位,74,75
74,解剖部位,89,94
74,解剖部位,173,178
74,解剖部位,187,190
74,解剖部位,248,252
74,影像检查,136,142
74,解剖部位,8,11
74,解剖部位,146,149
74,解剖部位,161,164
74,解剖部位,196,199
74,解剖部位,238,241
74,解剖部位,277,280
74,解剖部位,152,154
74,手术,209,227
75,解剖部位,31,32
75,解剖部位,34,35
75,解剖部位,101,102
75,解剖部位,109,110
75,解剖部位,119,120
75,解剖部位,122,123
75,疾病和诊断,139,145
75,药物,166,170
75,药物,156,160
75,药物,161,165
75,药物,207,211
75,解剖部位,98,99
75,解剖部位,17,18
75,解剖部位,179,180
75,解剖部位,213,214
76,手术,30,48
76,疾病和诊断,54,62
76,影像检查,196,198
76,疾病和诊断,200,204
76,影像检查,239,241
76,疾病和诊断,284,291
76,手术,322,336
76,影像检查,353,358
76,解剖部位,361,365
76,解剖部位,378,384
76,疾病和诊断,243,247
76,疾病和诊断,23,28
76,解剖部位,424,425
76,解剖部位,428,429
77,药物,8,12
77,解剖部位,20,21
77,解剖部位,28,29
77,解剖部位,63,64
77,解剖部位,79,80
77,解剖部位,129,130
77,解剖部位,82,83
77,解剖部位,107,108
78,解剖部位,7,8
78,疾病和诊断,28,33
78,手术,41,46
78,解剖部位,50,52
78,解剖部位,57,58
78,疾病和诊断,70,82
78,疾病和诊断,130,132
79,解剖部位,10,12
79,解剖部位,71,73
79,手术,122,139
79,影像检查,143,149
79,疾病和诊断,152,164
79,解剖部位,167,172
79,解剖部位,173,179
79,手术,216,230
79,手术,279,285
79,疾病和诊断,312,321
80,手术,35,42
80,解剖部位,63,64
80,解剖部位,90,92
80,疾病和诊断,5,14
80,手术,112,126
80,疾病和诊断,49,56
81,解剖部位,75,77
81,解剖部位,93,95
81,解剖部位,104,107
81,解剖部位,109,111
81,疾病和诊断,139,150
81,解剖部位,189,191
81,解剖部位,200,201
81,手术,214,222
81,药物,222,229
81,解剖部位,297,298
81,解剖部位,368,369
81,解剖部位,383,384
81,解剖部位,385,386
81,解剖部位,405,406
81,解剖部位,411,413
81,解剖部位,417,419
81,疾病和诊断,447,453
81,药物,291,295
81,疾病和诊断,57,64
81,药物,274,277
81,药物,316,319
81,药物,300,304
81,药物,154,158
81,药物,278,282
81,药物,160,163
81,药物,333,337
81,解剖部位,366,367
81,解剖部位,399,400
82,疾病和诊断,37,44
82,解剖部位,53,54
82,疾病和诊断,135,141
82,疾病和诊断,69,72
82,手术,95,104
82,疾病和诊断,212,216
82,解剖部位,14,15
82,解剖部位,184,185
83,解剖部位,43,45
83,药物,65,67
83,疾病和诊断,113,118
83,解剖部位,119,121
83,疾病和诊断,147,151
83,实验室检验,147,183
83,实验室检验,201,211
83,手术,244,249
83,疾病和诊断,293,297
83,药物,319,326
83,解剖部位,57,58
83,解剖部位,269,270
84,疾病和诊断,32,37
84,手术,50,57
84,解剖部位,77,78
84,影像检查,149,151
84,影像检查,152,154
84,疾病和诊断,157,164
84,疾病和诊断,190,194
84,影像检查,244,246
84,解剖部位,285,287
84,药物,207,210
84,解剖部位,179,181
85,解剖部位,17,20
85,解剖部位,48,49
85,疾病和诊断,60,65
85,解剖部位,119,120
85,解剖部位,133,135
85,药物,163,169
85,疾病和诊断,196,200
85,药物,153,157
85,药物,158,162
85,解剖部位,45,46
86,疾病和诊断,12,17
86,疾病和诊断,19,25
86,手术,36,72
86,解剖部位,118,121
86,解剖部位,138,139
86,解剖部位,152,154
86,解剖部位,175,178
86,解剖部位,260,263
86,解剖部位,285,286
86,解剖部位,201,206
86,解剖部位,198,206
86,解剖部位,257,258
86,解剖部位,251,252
87,解剖部位,27,30
87,解剖部位,127,129
87,疾病和诊断,182,185
87,疾病和诊断,196,198
87,影像检查,176,180
87,疾病和诊断,164,172
87,解剖部位,39,40
87,解剖部位,35,36
87,解剖部位,85,86
88,解剖部位,40,43
88,解剖部位,101,108
88,疾病和诊断,116,123
88,疾病和诊断,134,138
88,疾病和诊断,147,154
88,解剖部位,190,195
88,疾病和诊断,202,207
88,疾病和诊断,252,271
88,解剖部位,304,305
88,解剖部位,18,19
89,解剖部位,80,81
89,解剖部位,90,92
89,解剖部位,233,235
89,实验室检验,262,265
89,疾病和诊断,276,278
89,实验室检验,288,295
89,解剖部位,385,387
89,药物,400,410
89,解剖部位,512,513
89,实验室检验,296,298
89,影像检查,266,268
89,实验室检验,258,261
89,手术,209,213
89,药物,320,324
90,疾病和诊断,53,59
90,手术,94,105
90,疾病和诊断,143,153
90,解剖部位,223,226
90,解剖部位,237,238
90,解剖部位,247,248
90,解剖部位,255,256
90,解剖部位,258,259
90,疾病和诊断,277,281
90,影像检查,120,126
90,解剖部位,127,131
90,解剖部位,251,252
90,解剖部位,244,245
91,解剖部位,54,55
91,解剖部位,74,75
91,疾病和诊断,77,79
91,影像检查,107,109
91,解剖部位,129,130
91,解剖部位,141,142
91,疾病和诊断,169,181
91,疾病和诊断,233,238
91,疾病和诊断,112,119
91,疾病和诊断,121,127
91,解剖部位,13,14
91,解剖部位,191,192
91,解剖部位,71,72
91,解剖部位,85,86
92,解剖部位,17,20
92,解剖部位,62,63
92,解剖部位,70,71
92,解剖部位,98,101
92,疾病和诊断,131,138
92,解剖部位,141,145
92,解剖部位,150,152
92,疾病和诊断,167,193
92,实验室检验,194,200
92,疾病和诊断,207,222
92,解剖部位,229,230
92,疾病和诊断,231,233
92,解剖部位,291,293
92,解剖部位,313,316
92,疾病和诊断,392,396
92,解剖部位,247,248
92,解剖部位,55,56
93,解剖部位,20,23
93,疾病和诊断,63,70
93,疾病和诊断,203,205
93,解剖部位,156,157
94,解剖部位,24,26
94,解剖部位,37,44
94,疾病和诊断,68,75
94,疾病和诊断,80,108
94,疾病和诊断,120,138
94,疾病和诊断,252,259
94,解剖部位,189,191
94,解剖部位,196,197
94,解剖部位,199,200
95,解剖部位,14,15
95,解剖部位,43,45
95,解剖部位,77,79
95,解剖部位,83,87
95,解剖部位,94,95
95,解剖部位,116,118
95,疾病和诊断,133,138
95,手术,153,159
95,疾病和诊断,179,188
95,解剖部位,192,193
95,解剖部位,212,217
95,解剖部位,307,309
95,解剖部位,374,375
95,药物,282,285
95,药物,270,273
95,解剖部位,223,228
95,解剖部位,31,32
95,解剖部位,324,325
95,解剖部位,34,35
95,解剖部位,327,328
96,解剖部位,69,71
96,手术,87,94
96,解剖部位,129,130
96,疾病和诊断,100,108
96,解剖部位,36,37
96,解剖部位,34,35
97,解剖部位,6,9
97,解剖部位,97,100
97,疾病和诊断,177,183
97,手术,59,78
97,手术,124,133
98,解剖部位,12,15
98,解剖部位,41,43
98,解剖部位,58,60
98,解剖部位,73,74
98,解剖部位,133,134
98,解剖部位,81,82
99,疾病和诊断,9,16
99,解剖部位,58,63
99,解剖部位,73,75
99,解剖部位,76,78
99,解剖部位,81,82
99,解剖部位,89,94
99,解剖部位,105,110
99,解剖部位,117,120
99,解剖部位,129,131
99,解剖部位,133,139
99,解剖部位,155,161
99,解剖部位,162,165
99,手术,173,178
99,手术,190,195
99,疾病和诊断,334,338
100,解剖部位,13,16
100,疾病和诊断,47,52
100,影像检查,55,57
100,解剖部位,62,64
100,解剖部位,65,70
100,疾病和诊断,79,81
100,解剖部位,82,97
100,疾病和诊断,107,112
100,解剖部位,119,120
100,手术,140,153
100,疾病和诊断,197,203
100,疾病和诊断,247,256
100,影像检查,291,293
100,疾病和诊断,294,297
100,疾病和诊断,340,344
