textId,label_type,start_pos,end_pos
41,疾病和诊断,111,114
41,疾病和诊断,125,133
41,影像检查,169,171
41,解剖部位,173,175
41,手术,260,269
41,解剖部位,290,292
42,疾病和诊断,61,64
42,手术,91,97
42,疾病和诊断,115,127
42,解剖部位,136,137
42,药物,190,193
42,药物,196,199
42,解剖部位,223,224
42,药物,263,266
42,解剖部位,326,327
42,解剖部位,329,330
42,解剖部位,340,342
42,解剖部位,347,348
42,解剖部位,350,351
42,疾病和诊断,374,379
43,影像检查,39,44
43,疾病和诊断,48,53
43,疾病和诊断,56,61
43,解剖部位,65,69
43,手术,101,110
43,疾病和诊断,140,147
43,解剖部位,221,222
43,影像检查,274,278
43,疾病和诊断,345,351
43,解剖部位,377,378
44,解剖部位,20,21
44,解剖部位,86,89
44,疾病和诊断,117,129
44,疾病和诊断,135,160
44,解剖部位,168,169
44,解剖部位,239,241
44,解剖部位,253,256
44,解剖部位,259,261
44,药物,294,304
44,疾病和诊断,338,344
44,疾病和诊断,345,348
45,解剖部位,9,12
45,疾病和诊断,41,58
45,影像检查,59,63
45,疾病和诊断,71,83
45,解剖部位,87,88
45,手术,148,169
45,解剖部位,175,176
45,解剖部位,190,192
45,解剖部位,219,220
45,解剖部位,222,223
45,疾病和诊断,272,277
46,解剖部位,9,10
46,解剖部位,17,21
46,手术,39,75
46,解剖部位,192,193
46,实验室检验,206,211
47,疾病和诊断,8,10
47,手术,18,23
47,影像检查,40,44
47,解剖部位,67,69
47,解剖部位,79,80
47,疾病和诊断,147,151
48,疾病和诊断,75,79
48,解剖部位,93,95
48,手术,153,167
48,解剖部位,185,187
48,疾病和诊断,188,197
48,解剖部位,209,215
48,解剖部位,232,242
48,解剖部位,260,273
49,疾病和诊断,14,19
49,疾病和诊断,20,24
49,解剖部位,37,38
49,解剖部位,40,43
49,解剖部位,44,47
49,解剖部位,52,55
49,解剖部位,59,60
49,解剖部位,62,63
49,解剖部位,110,112
49,疾病和诊断,138,143
49,疾病和诊断,144,152
49,解剖部位,164,165
49,手术,194,212
49,疾病和诊断,247,252
49,解剖部位,322,323
49,解剖部位,325,326
49,疾病和诊断,345,350
50,疾病和诊断,23,29
50,疾病和诊断,39,45
50,手术,93,102
50,药物,221,228
50,解剖部位,282,284
51,解剖部位,15,16
51,解剖部位,46,48
51,解剖部位,65,66
51,疾病和诊断,74,80
51,解剖部位,87,89
51,疾病和诊断,119,122
51,疾病和诊断,123,127
51,解剖部位,129,130
51,疾病和诊断,137,143
51,解剖部位,154,155
51,药物,187,192
51,药物,193,199
51,药物,200,208
51,疾病和诊断,247,253
52,解剖部位,16,19
52,解剖部位,83,86
52,影像检查,168,171
52,解剖部位,175,177
52,影像检查,273,283
52,疾病和诊断,286,291
52,解剖部位,292,293
52,解剖部位,295,298
52,手术,324,342
52,疾病和诊断,351,361
52,解剖部位,400,405
52,解剖部位,414,416
52,解剖部位,417,418
52,解剖部位,436,448
53,解剖部位,52,53
53,疾病和诊断,66,79
53,手术,98,103
53,疾病和诊断,112,120
53,疾病和诊断,156,174
54,解剖部位,9,12
54,解剖部位,28,31
54,解剖部位,35,40
54,解剖部位,96,97
54,疾病和诊断,136,151
54,解剖部位,166,167
55,解剖部位,15,18
55,手术,76,86
55,疾病和诊断,108,113
55,疾病和诊断,136,141
55,药物,172,174
55,疾病和诊断,214,222
55,影像检查,259,263
55,药物,272,282
55,药物,294,298
55,药物,299,302
55,药物,312,319
56,解剖部位,11,12
56,解剖部位,15,17
56,影像检查,33,37
56,解剖部位,42,49
56,手术,72,82
56,解剖部位,129,130
56,解剖部位,132,133
56,解剖部位,186,187
57,手术,35,62
57,疾病和诊断,78,98
57,解剖部位,101,102
57,解剖部位,124,130
57,解剖部位,263,264
57,解剖部位,265,266
57,解剖部位,287,288
57,解剖部位,289,290
57,解剖部位,313,314
57,解剖部位,316,317
57,疾病和诊断,351,356
57,解剖部位,388,389
58,疾病和诊断,11,42
58,解剖部位,52,54
58,手术,64,69
58,手术,73,107
58,解剖部位,273,275
58,疾病和诊断,278,283
58,解剖部位,312,314
58,解剖部位,334,336
58,解剖部位,342,347
58,疾病和诊断,360,364
58,疾病和诊断,365,368
58,解剖部位,379,381
58,疾病和诊断,408,418
59,解剖部位,13,16
59,解剖部位,32,33
59,解剖部位,35,36
59,疾病和诊断,61,67
59,药物,76,80
59,解剖部位,132,134
59,解剖部位,172,173
59,解剖部位,175,176
59,疾病和诊断,194,200
60,解剖部位,6,8
60,解剖部位,38,39
60,解剖部位,48,50
60,解剖部位,53,54
60,解剖部位,56,59
60,解剖部位,68,69
60,解剖部位,70,71
60,解剖部位,70,73
60,解剖部位,89,90
60,解剖部位,91,92
60,解剖部位,97,98
60,解剖部位,112,115
60,解剖部位,127,128
60,手术,134,143
60,药物,163,170
60,实验室检验,171,179
60,解剖部位,197,199
60,解剖部位,242,243
60,解剖部位,267,268
60,解剖部位,270,271
60,解剖部位,274,275
61,解剖部位,11,12
61,解剖部位,19,21
61,解剖部位,88,89
61,解剖部位,92,93
61,解剖部位,95,96
61,解剖部位,98,99
61,疾病和诊断,115,122
61,解剖部位,125,126
61,解剖部位,145,146
61,解剖部位,161,162
61,解剖部位,183,184
61,解剖部位,193,194
61,解剖部位,196,197
61,解剖部位,199,200
61,解剖部位,203,204
61,解剖部位,206,207
61,疾病和诊断,228,235
62,疾病和诊断,7,12
62,解剖部位,15,17
62,解剖部位,21,23
62,手术,43,51
62,疾病和诊断,63,71
62,解剖部位,85,89
62,解剖部位,93,94
62,解剖部位,157,158
62,解剖部位,159,160
62,疾病和诊断,164,167
62,疾病和诊断,201,204
63,解剖部位,10,12
63,疾病和诊断,40,43
63,手术,69,74
63,疾病和诊断,103,123
63,解剖部位,127,128
63,药物,204,208
63,药物,215,218
63,疾病和诊断,244,251
63,疾病和诊断,289,296
64,解剖部位,17,24
64,疾病和诊断,46,53
64,疾病和诊断,62,74
64,解剖部位,84,86
64,解剖部位,90,91
64,解剖部位,93,94
64,解剖部位,103,104
64,解剖部位,146,147
64,疾病和诊断,217,229
65,疾病和诊断,9,14
65,手术,20,24
65,解剖部位,41,44
65,解剖部位,80,84
65,解剖部位,109,113
65,疾病和诊断,138,143
66,疾病和诊断,53,57
66,手术,60,94
66,疾病和诊断,138,144
66,解剖部位,183,184
67,疾病和诊断,28,35
67,手术,40,50
67,疾病和诊断,71,75
67,解剖部位,117,118
67,解剖部位,120,121
67,疾病和诊断,138,142
67,疾病和诊断,171,177
67,解剖部位,201,202
67,解剖部位,206,208
67,疾病和诊断,225,229
68,解剖部位,12,13
68,解剖部位,43,47
68,解剖部位,77,78
68,解剖部位,80,81
68,解剖部位,95,96
68,解剖部位,116,117
68,疾病和诊断,139,141
68,手术,155,166
68,解剖部位,265,266
69,解剖部位,12,15
69,解剖部位,64,65
69,解剖部位,114,116
69,疾病和诊断,233,246
69,手术,264,282
69,疾病和诊断,299,325
69,解剖部位,327,332
69,疾病和诊断,367,383
69,解剖部位,406,408
70,疾病和诊断,35,40
70,解剖部位,66,70
70,解剖部位,80,82
70,解剖部位,102,106
70,影像检查,244,246
71,解剖部位,18,21
71,解剖部位,58,59
71,解剖部位,61,62
71,解剖部位,76,77
71,解剖部位,93,94
71,解剖部位,96,97
71,解剖部位,99,102
71,解剖部位,150,151
71,解剖部位,153,154
71,疾病和诊断,187,194
71,影像检查,195,198
71,影像检查,206,210
71,解剖部位,213,214
71,疾病和诊断,220,224
71,解剖部位,227,231
71,解剖部位,240,241
71,解剖部位,255,256
71,疾病和诊断,269,276
72,解剖部位,22,24
72,解剖部位,25,27
72,解剖部位,44,46
72,疾病和诊断,54,60
72,解剖部位,62,64
72,疾病和诊断,72,81
72,解剖部位,85,86
72,解剖部位,96,97
72,手术,126,136
72,解剖部位,164,165
73,解剖部位,21,22
73,解剖部位,45,46
73,影像检查,80,85
73,疾病和诊断,100,106
73,疾病和诊断,116,124
73,疾病和诊断,126,133
73,疾病和诊断,136,139
73,疾病和诊断,141,152
73,疾病和诊断,158,164
73,解剖部位,176,180
73,影像检查,200,204
73,疾病和诊断,206,219
73,疾病和诊断,226,231
73,疾病和诊断,233,245
73,疾病和诊断,247,259
73,疾病和诊断,260,264
73,疾病和诊断,266,268
73,疾病和诊断,269,275
73,疾病和诊断,277,281
73,疾病和诊断,283,290
73,疾病和诊断,292,297
73,疾病和诊断,299,305
73,手术,307,312
73,药物,317,322
73,药物,323,331
73,药物,332,338
73,药物,339,344
73,药物,345,348
73,药物,349,352
73,药物,353,356
73,疾病和诊断,375,379
73,解剖部位,380,382
73,手术,415,419
73,解剖部位,479,483
73,疾病和诊断,503,506
73,疾病和诊断,507,519
73,疾病和诊断,520,524
73,疾病和诊断,525,529
73,手术,555,559
73,解剖部位,562,563
74,解剖部位,8,11
74,解剖部位,63,65
74,解剖部位,74,75
74,解剖部位,89,94
74,影像检查,136,142
74,疾病和诊断,146,158
74,疾病和诊断,161,170
74,解剖部位,173,178
74,解剖部位,187,190
74,疾病和诊断,196,205
74,疾病和诊断,209,227
74,解剖部位,238,243
74,解剖部位,248,252
74,疾病和诊断,277,289
75,解剖部位,17,18
75,解剖部位,31,32
75,解剖部位,34,35
75,解剖部位,98,99
75,解剖部位,101,102
75,解剖部位,109,110
75,解剖部位,119,120
75,解剖部位,122,123
75,疾病和诊断,139,145
75,药物,156,160
75,药物,161,165
75,药物,166,170
75,解剖部位,179,180
75,药物,207,211
75,解剖部位,213,214
76,疾病和诊断,23,28
76,手术,30,48
76,疾病和诊断,54,62
76,影像检查,196,198
76,解剖部位,200,201
76,影像检查,239,241
76,疾病和诊断,243,247
76,疾病和诊断,284,291
76,手术,322,336
76,影像检查,353,358
76,解剖部位,361,365
76,解剖部位,378,384
76,解剖部位,424,425
76,解剖部位,428,429
77,药物,8,12
77,解剖部位,28,29
77,疾病和诊断,62,66
77,解剖部位,79,80
77,解剖部位,82,83
77,解剖部位,107,108
77,解剖部位,129,130
78,解剖部位,7,8
78,疾病和诊断,28,33
78,手术,41,46
78,解剖部位,50,52
78,解剖部位,57,58
78,疾病和诊断,70,82
78,疾病和诊断,123,132
79,解剖部位,10,12
79,解剖部位,71,73
79,手术,122,139
79,影像检查,143,149
79,疾病和诊断,152,164
79,解剖部位,167,172
79,解剖部位,173,179
79,手术,216,230
79,解剖部位,233,235
79,手术,266,285
79,疾病和诊断,312,321
80,疾病和诊断,5,14
80,手术,35,42
80,疾病和诊断,49,56
80,解剖部位,63,64
80,解剖部位,90,92
80,手术,112,126
80,解剖部位,170,171
81,手术,18,45
81,疾病和诊断,57,64
81,解剖部位,75,77
81,解剖部位,93,95
81,解剖部位,106,107
81,疾病和诊断,139,150
81,药物,154,159
81,药物,160,166
81,解剖部位,189,191
81,实验室检验,199,206
81,手术,214,229
81,药物,274,277
81,药物,278,282
81,药物,291,295
81,解剖部位,297,298
81,药物,300,304
81,药物,316,319
81,疾病和诊断,333,337
81,解剖部位,366,367
81,解剖部位,368,369
81,解剖部位,383,384
81,解剖部位,385,386
81,解剖部位,399,400
81,解剖部位,405,406
81,解剖部位,411,413
81,解剖部位,417,419
81,疾病和诊断,447,453
82,解剖部位,12,15
82,疾病和诊断,37,44
82,解剖部位,53,54
82,疾病和诊断,69,72
82,手术,95,119
82,疾病和诊断,135,141
82,解剖部位,184,185
82,疾病和诊断,212,216
83,解剖部位,43,45
83,解剖部位,57,58
83,疾病和诊断,113,118
83,解剖部位,119,121
83,疾病和诊断,147,151
83,实验室检验,167,183
83,实验室检验,201,211
83,手术,244,249
83,解剖部位,269,270
83,疾病和诊断,293,297
83,药物,319,326
84,疾病和诊断,32,37
84,手术,50,57
84,解剖部位,77,78
84,影像检查,149,151
84,影像检查,152,154
84,解剖部位,157,160
84,疾病和诊断,172,176
84,疾病和诊断,190,194
84,药物,207,210
84,影像检查,244,246
84,解剖部位,285,287
85,解剖部位,17,20
85,解剖部位,45,46
85,解剖部位,48,49
85,疾病和诊断,60,65
85,解剖部位,119,120
85,解剖部位,133,135
85,药物,153,157
85,药物,158,162
85,药物,163,169
85,疾病和诊断,196,200
86,疾病和诊断,12,17
86,手术,36,72
86,疾病和诊断,117,135
86,解剖部位,138,139
86,解剖部位,152,153
86,解剖部位,175,180
86,解剖部位,198,206
86,解剖部位,251,252
86,解剖部位,257,258
86,解剖部位,260,263
86,解剖部位,285,286
87,解剖部位,27,30
87,解剖部位,35,36
87,解剖部位,39,40
87,解剖部位,85,86
87,解剖部位,127,129
87,疾病和诊断,164,175
87,影像检查,176,180
87,疾病和诊断,182,185
87,疾病和诊断,196,198
88,解剖部位,18,19
88,解剖部位,40,43
88,解剖部位,101,108
88,疾病和诊断,147,154
88,解剖部位,190,195
88,疾病和诊断,252,271
88,解剖部位,304,305
89,解剖部位,80,81
89,手术,90,94
89,手术,209,214
89,实验室检验,262,265
89,影像检查,266,268
89,疾病和诊断,276,286
89,实验室检验,288,295
89,手术,309,340
89,解剖部位,385,387
89,药物,400,410
89,解剖部位,512,513
90,解剖部位,36,37
90,疾病和诊断,53,59
90,手术,94,105
90,解剖部位,127,131
90,疾病和诊断,143,153
90,解剖部位,223,226
90,解剖部位,237,238
90,解剖部位,244,245
90,解剖部位,247,248
90,解剖部位,251,252
90,解剖部位,255,256
90,解剖部位,258,259
90,疾病和诊断,277,281
91,解剖部位,13,14
91,解剖部位,54,55
91,解剖部位,71,72
91,解剖部位,74,75
91,疾病和诊断,77,79
91,解剖部位,85,86
91,影像检查,107,109
91,疾病和诊断,112,119
91,疾病和诊断,121,127
91,解剖部位,129,132
91,解剖部位,141,142
91,疾病和诊断,169,177
91,解剖部位,191,192
91,疾病和诊断,233,238
92,解剖部位,17,20
92,解剖部位,55,56
92,解剖部位,62,63
92,解剖部位,70,71
92,解剖部位,98,101
92,疾病和诊断,131,138
92,疾病和诊断,141,146
92,解剖部位,150,152
92,疾病和诊断,167,193
92,实验室检验,194,200
92,疾病和诊断,207,222
92,解剖部位,229,230
92,解剖部位,246,248
92,解剖部位,291,293
92,解剖部位,313,316
92,疾病和诊断,392,396
93,解剖部位,20,23
93,疾病和诊断,63,70
93,解剖部位,156,157
93,疾病和诊断,203,205
94,解剖部位,24,26
94,解剖部位,37,44
94,疾病和诊断,68,75
94,解剖部位,86,92
94,疾病和诊断,94,103
94,解剖部位,120,127
94,解剖部位,189,191
94,解剖部位,196,197
94,解剖部位,199,200
94,解剖部位,252,254
95,解剖部位,14,15
95,解剖部位,31,32
95,解剖部位,34,35
95,解剖部位,43,45
95,解剖部位,77,79
95,解剖部位,94,95
95,解剖部位,116,117
95,疾病和诊断,133,138
95,手术,153,159
95,疾病和诊断,179,188
95,解剖部位,192,193
95,解剖部位,212,217
95,解剖部位,223,228
95,药物,270,273
95,药物,282,285
95,解剖部位,307,309
95,解剖部位,324,325
95,解剖部位,327,328
95,解剖部位,374,375
96,解剖部位,34,35
96,解剖部位,36,37
96,解剖部位,69,71
96,疾病和诊断,77,84
96,手术,87,94
96,疾病和诊断,100,108
96,解剖部位,129,130
97,解剖部位,6,9
97,手术,53,79
97,解剖部位,97,100
97,手术,124,133
97,疾病和诊断,177,183
98,解剖部位,12,15
98,解剖部位,41,43
98,解剖部位,58,60
98,解剖部位,73,74
98,解剖部位,81,82
98,疾病和诊断,133,139
99,疾病和诊断,9,16
99,解剖部位,58,63
99,解剖部位,73,75
99,解剖部位,76,77
99,解剖部位,81,82
99,解剖部位,89,94
99,解剖部位,105,110
99,解剖部位,117,120
99,解剖部位,129,131
99,解剖部位,133,139
99,解剖部位,155,161
99,解剖部位,162,165
99,手术,173,178
99,解剖部位,183,185
99,手术,190,195
99,疾病和诊断,334,338
100,解剖部位,13,16
100,疾病和诊断,47,52
100,影像检查,55,57
100,解剖部位,62,64
100,解剖部位,65,71
100,疾病和诊断,79,81
100,解剖部位,82,87
100,解剖部位,88,97
100,疾病和诊断,107,112
100,疾病和诊断,119,121
100,手术,137,153
100,疾病和诊断,247,256
100,影像检查,291,293
100,解剖部位,294,295
100,影像检查,334,336
100,疾病和诊断,340,344
100,解剖部位,353,360
100,影像检查,443,445
100,解剖部位,446,447
100,解剖部位,458,463
100,解剖部位,501,502
100,解剖部位,504,505
100,解剖部位,510,511
101,疾病和诊断,9,13
101,手术,30,49
101,疾病和诊断,60,67
101,解剖部位,89,91
101,解剖部位,95,97
101,解剖部位,101,104
101,解剖部位,114,122
101,药物,143,146
101,药物,147,149
101,药物,158,160
101,解剖部位,180,181
